City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Bajil,YE,2020-08-24 01:40:31,15.06,43.29,88.79,58,41,3.2
276,Mitu,CO,2020-08-24 01:40:31,1.2,-70.17,73.13,77,29,0.96
277,Ravar,IR,2020-08-24 01:40:31,31.27,56.81,76.39,21,0,4.0
278,Esperance,AU,2020-08-24 01:40:32,-33.87,121.9,55.4,100,75,8.05
279,Maumere,ID,2020-08-24 01:40:32,-8.62,122.21,82.35,59,0,1.57
280,Wad Madani,SD,2020-08-24 01:40:32,14.4,33.52,78.3,74,100,17.29
281,Vila Velha,BR,2020-08-24 01:36:38,-20.33,-40.29,71.01,77,5,13.87
282,Pueblo Nuevo Vinas,GT,2020-08-24 01:40:34,14.23,-90.47,66.2,82,75,6.93
283,Shakawe,BW,2020-08-24 01:40:35,-18.37,21.85,58.3,53,0,4.63
284,Chimore,BO,2020-08-24 01:40:35,-16.98,-65.13,62.55,72,0,2.91
285,Macklin,CA,2020-08-24 01:40:35,52.33,-109.93,64.33,59,1,7.92
286,Pisco,PE,2020-08-24 01:40:36,-13.7,-76.22,61.0,87,90,12.75
287,Komsomolskiy,UZ,2020-08-24 01:40:36,40.43,71.72,69.8,40,0,6.93
288,Norman Wells,CA,2020-08-24 01:40:36,65.28,-126.83,69.8,46,40,17.22
289,Fairbanks,US,2020-08-24 01:36:10,64.84,-147.72,69.8,46,20,5.64
290,Baruun-Urt,MN,2020-08-24 01:40:37,46.68,113.28,70.16,53,21,5.53
291,Aranos,NA,2020-08-24 01:40:37,-24.13,19.12,54.57,48,0,9.28
292,Kattivakkam,IN,2020-08-24 01:40:37,13.22,80.32,78.8,83,75,8.05
293,Flin Flon,CA,2020-08-24 01:40:38,54.77,-101.86,57.34,75,41,11.25
294,Storforshei,NO,2020-08-24 01:40:38,66.4,14.52,43.2,76,86,3.56
295,Namibe,AO,2020-08-24 01:39:59,-15.2,12.15,64.35,92,93,1.1
296,Lake Shore,US,2020-08-24 01:40:38,39.11,-76.48,80.01,88,40,4.7
297,Ahuimanu,US,2020-08-24 01:40:38,21.44,-157.84,89.6,66,40,9.17
298,Limbang,MY,2020-08-24 01:40:39,4.75,115.0,80.6,83,75,3.36
299,Georgetown,MY,2020-08-24 01:40:39,5.41,100.34,84.2,83,20,5.82
300,New Bern,US,2020-08-24 01:40:39,35.11,-77.04,75.0,94,40,4.7
301,Port Hardy,CA,2020-08-24 01:40:42,50.7,-127.42,62.6,67,75,10.29
302,Broken Hill,AU,2020-08-24 01:38:11,-31.95,141.43,51.8,50,75,6.93
303,Xaxim,BR,2020-08-24 01:40:42,-26.96,-52.53,47.14,91,0,4.85
304,Kaitangata,NZ,2020-08-24 01:40:42,-46.28,169.85,53.01,91,43,8.99
305,Kerouane,GN,2020-08-24 01:40:43,9.27,-9.02,69.96,94,100,2.98
306,Adrian,US,2020-08-24 01:40:43,41.9,-84.04,77.0,69,1,4.5
307,Phan Thiet,VN,2020-08-24 01:38:21,10.93,108.1,85.28,69,42,8.48
308,Uzunovo,RU,2020-08-24 01:40:44,54.54,38.62,56.61,85,67,7.96
309,Sao Joao Da Barra,BR,2020-08-24 01:40:44,-21.64,-41.05,64.17,71,10,10.31
310,Ponoka,CA,2020-08-24 01:40:44,52.68,-113.58,68.0,52,75,9.17
311,Port Hedland,AU,2020-08-24 01:40:44,-20.32,118.57,86.0,20,0,2.24
312,Flinders,AU,2020-08-24 01:40:45,-34.58,150.86,59.0,47,0,11.99
313,Baghmara,IN,2020-08-24 01:40:45,23.8,86.21,82.96,76,29,7.23
314,Canora,CA,2020-08-24 01:40:45,51.63,-102.43,73.4,43,1,5.82
315,Morehead,US,2020-08-24 01:40:45,37.27,-87.18,77.0,100,1,3.51
316,Ballina,AU,2020-08-24 01:40:46,-28.87,153.57,64.99,33,0,11.41
317,Clyde River,CA,2020-08-24 01:40:46,70.47,-68.59,41.88,89,100,3.11
318,Honningsvag,NO,2020-08-24 01:40:46,70.98,25.97,52.39,94,100,17.05
319,Yarega,RU,2020-08-24 01:40:46,63.44,53.58,54.81,91,100,4.85
320,Dipolog,PH,2020-08-24 01:40:47,8.59,123.34,85.37,65,77,3.24
321,Leh,IN,2020-08-24 01:40:47,34.17,77.58,65.16,23,0,2.84
322,Dunedin,NZ,2020-08-24 01:36:22,-45.87,170.5,53.01,88,98,7.99
323,Bubaque,GW,2020-08-24 01:40:48,11.28,-15.83,80.94,79,100,7.85
324,Araguari,BR,2020-08-24 01:40:48,-18.65,-48.19,62.6,72,0,11.41
325,Aloleng,PH,2020-08-24 01:40:48,16.13,119.78,84.58,77,52,13.35
326,Midsalip,PH,2020-08-24 01:40:48,8.0,123.27,80.08,72,91,2.35
327,Thunder Bay,CA,2020-08-24 01:36:39,48.4,-89.32,66.2,93,75,3.36
328,Cayenne,GF,2020-08-24 01:38:03,4.93,-52.33,75.2,100,75,11.39
329,Lompoc,US,2020-08-24 01:40:49,34.64,-120.46,75.0,78,1,11.41
330,Maniitsoq,GL,2020-08-24 01:40:49,65.42,-52.9,44.28,88,100,3.91
331,Santarem,BR,2020-08-24 01:40:50,-2.44,-54.71,73.4,100,3,2.84
332,Bandarbeyla,SO,2020-08-24 01:40:50,9.49,50.81,75.36,71,89,29.35
333,Anshun,CN,2020-08-24 01:40:51,26.25,105.93,69.69,91,100,4.72
334,Kruisfontein,ZA,2020-08-24 01:40:51,-34.0,24.73,55.0,86,100,5.82
335,Nyurba,RU,2020-08-24 01:40:02,63.28,118.33,56.32,49,0,5.26
336,Virtsu,EE,2020-08-24 01:40:51,58.57,23.51,63.0,92,0,13.0
337,Bathsheba,BB,2020-08-24 01:40:52,13.22,-59.52,82.4,78,75,6.93
338,Leiva,CO,2020-08-24 01:40:52,1.93,-77.3,65.46,95,97,2.77
339,Rognan,NO,2020-08-24 01:40:53,67.1,15.39,46.0,96,43,5.77
340,Semirom,IR,2020-08-24 01:40:53,31.42,51.57,45.72,63,0,1.25
341,Pinawa,CA,2020-08-24 01:40:53,50.15,-95.88,63.66,91,83,4.76
342,Lubaczow,PL,2020-08-24 01:40:54,50.16,23.12,62.01,98,95,3.04
343,Carutapera,BR,2020-08-24 01:40:54,-1.2,-46.02,75.6,91,25,5.75
344,Sept-Iles,CA,2020-08-24 01:40:54,50.2,-66.38,55.99,93,75,4.7
345,Sao Gabriel Da Cachoeira,BR,2020-08-24 01:40:55,-0.13,-67.09,78.26,66,95,0.85
346,Lampa,CL,2020-08-24 01:40:55,-33.28,-70.9,52.0,62,75,5.82
347,Tanda,IN,2020-08-24 01:40:55,26.55,82.65,83.17,73,0,4.09
348,Boueni,YT,2020-08-24 01:40:56,-12.9,45.08,71.6,83,100,3.36
349,La Ronge,CA,2020-08-24 01:40:56,55.1,-105.28,64.4,63,40,8.05
350,Rorvik,NO,2020-08-24 01:40:57,64.86,11.24,53.26,70,50,26.22
351,Bahraich,IN,2020-08-24 01:40:57,27.58,81.6,82.99,88,50,3.24
352,Sheridan,US,2020-08-24 01:40:57,44.83,-106.92,79.0,41,1,4.7
353,Edd,ER,2020-08-24 01:40:58,13.93,41.69,92.05,55,99,1.23
354,Sembe,CG,2020-08-24 01:40:58,1.65,14.58,70.38,94,100,3.62
355,Takoradi,GH,2020-08-24 01:40:58,4.88,-1.76,72.97,90,19,8.88
356,Kavaratti,IN,2020-08-24 01:40:59,10.57,72.64,81.61,79,100,14.76
357,Marienburg,PL,2020-08-24 01:41:00,54.04,19.03,59.0,77,20,8.05
358,Tiznit,MA,2020-08-24 01:41:00,29.58,-9.5,85.32,29,17,2.86
359,Arrecife,ES,2020-08-24 01:41:00,28.96,-13.55,75.2,73,0,26.4
360,Puerto Quijarro,BO,2020-08-24 01:41:01,-17.78,-57.77,71.53,51,0,1.36
361,Ouegoa,NC,2020-08-24 01:41:01,-20.35,164.43,78.69,65,85,4.27
362,Bakchar,RU,2020-08-24 01:41:01,57.02,82.07,54.32,93,100,2.21
363,Zhangjiakou,CN,2020-08-24 01:37:07,40.81,114.88,70.32,63,0,6.78
364,Nouakchott,MR,2020-08-24 01:36:29,18.09,-15.98,82.4,74,75,13.87
365,Pochutla,MX,2020-08-24 01:41:02,15.74,-96.47,73.99,83,90,3.38
366,Talaya,RU,2020-08-24 01:41:02,61.38,152.75,41.72,64,99,12.03
367,Miass,RU,2020-08-24 01:41:03,55.05,60.11,49.77,95,51,4.59
368,Williston,US,2020-08-24 01:41:03,48.15,-103.62,77.0,38,0,1.01
369,Inhambane,MZ,2020-08-24 01:41:04,-23.86,35.38,63.68,78,0,7.7
370,Cuamba,MZ,2020-08-24 01:38:40,-14.8,36.54,57.45,87,97,0.27
371,Kendari,ID,2020-08-24 01:41:04,-3.94,122.5,82.78,61,48,5.1
372,Gizo,SB,2020-08-24 01:41:05,-8.1,156.84,83.03,75,100,9.73
373,Pabna,BD,2020-08-24 01:41:05,24.0,89.25,83.25,78,0,6.22
374,Esso,RU,2020-08-24 01:41:05,55.93,158.7,51.46,51,99,5.84
375,Kaeo,NZ,2020-08-24 01:41:06,-35.1,173.78,55.99,3,91,11.99
376,Sorland,NO,2020-08-24 01:41:06,67.67,12.69,52.81,80,15,20.49
377,Visnes,NO,2020-08-24 01:41:06,59.36,5.22,51.8,76,87,13.87
378,Assiniboia,CA,2020-08-24 01:41:06,49.63,-105.98,74.68,28,6,7.9
379,Batagay,RU,2020-08-24 01:41:07,67.63,134.63,46.92,55,39,5.73
380,Shitanjing,CN,2020-08-24 01:41:07,39.23,106.34,75.99,30,0,14.56
381,Coteana,RO,2020-08-24 01:41:07,44.3,24.47,69.8,68,0,5.82
382,Kurtamysh,RU,2020-08-24 01:41:08,54.91,64.43,51.67,92,0,5.91
383,Ewa Beach,US,2020-08-24 01:41:08,21.32,-158.01,89.6,46,40,6.93
384,Mersing,MY,2020-08-24 01:41:08,2.43,103.84,80.6,88,40,2.24
385,Hearst,CA,2020-08-24 01:41:09,49.68,-83.67,60.75,62,60,8.46
386,Keroka,KE,2020-08-24 01:41:09,-0.78,34.95,54.9,90,93,4.43
387,Qui Nhon,VN,2020-08-24 01:41:09,13.77,109.23,86.23,64,91,4.27
388,Progreso,MX,2020-08-24 01:41:09,21.28,-89.67,77.0,94,90,6.93
389,Wilmington Island,US,2020-08-24 01:41:10,32.0,-80.97,82.99,83,1,5.82
390,Wittstock,DE,2020-08-24 01:41:10,53.16,12.48,59.0,92,0,4.0
391,Auki,SB,2020-08-24 01:41:10,-8.77,160.7,84.04,73,48,2.64
392,Clinton,US,2020-08-24 01:38:58,42.59,-82.92,82.99,88,20,4.99
393,Dingle,PH,2020-08-24 01:41:11,11.0,122.67,85.57,72,0,3.74
394,Talnakh,RU,2020-08-24 01:41:11,69.49,88.4,59.0,77,100,15.66
395,Barquisimeto,VE,2020-08-24 01:40:17,10.07,-69.32,64.4,100,30,10.29
396,Saint-Pierre,RE,2020-08-24 01:39:23,-21.34,55.48,64.4,63,24,8.05
397,Asau,RO,2020-08-24 01:41:12,46.43,26.4,66.0,84,13,3.87
398,Safita,SY,2020-08-24 01:41:12,34.82,36.12,73.99,53,0,4.7
399,Ayan,RU,2020-08-24 01:41:14,56.45,138.17,56.97,68,1,4.36
400,Digby,CA,2020-08-24 01:41:14,44.62,-65.77,64.0,92,78,11.99
401,Geraldton,AU,2020-08-24 01:41:14,-28.77,114.6,55.4,82,0,9.17
402,Bereda,ES,2020-08-24 01:41:14,43.27,-7.54,57.0,100,34,1.99
403,Alofi,NU,2020-08-24 01:37:46,-19.06,-169.92,80.6,69,75,13.87
404,Mangrol,IN,2020-08-24 01:41:15,21.12,70.12,81.55,84,100,21.68
405,Alcobaca,PT,2020-08-24 01:41:15,39.55,-8.98,64.0,61,49,11.01
406,Hobyo,SO,2020-08-24 01:41:15,5.35,48.53,75.25,78,93,20.51
407,Guarapari,BR,2020-08-24 01:41:16,-20.67,-40.5,71.01,77,32,13.87
408,Tezu,IN,2020-08-24 01:41:16,27.92,96.17,84.96,63,96,2.39
409,Karpogory,RU,2020-08-24 01:41:16,64.0,44.45,58.15,95,100,6.62
410,Rawson,AR,2020-08-24 01:39:06,-43.3,-65.1,53.6,43,100,4.18
411,Beberibe,BR,2020-08-24 01:41:17,-4.18,-38.13,78.8,74,75,13.87
412,Santa Rosa,PH,2020-08-24 01:40:58,14.31,121.11,88.0,74,100,6.93
413,Yulara,AU,2020-08-24 01:41:17,-25.24,130.99,73.4,20,0,8.05
414,Rio Grande,BR,2020-08-24 01:41:17,-32.03,-52.1,55.99,92,0,1.01
415,Autun,FR,2020-08-24 01:41:18,46.95,4.3,59.0,87,100,1.92
416,Leczna,PL,2020-08-24 01:41:18,51.3,22.88,61.0,100,98,4.7
417,Sistranda,NO,2020-08-24 01:39:26,63.73,8.83,48.2,81,75,19.46
418,Poum,NC,2020-08-24 01:39:20,-20.23,164.02,72.28,79,93,19.24
419,Tondon,GN,2020-08-24 01:41:19,10.37,-13.35,73.09,93,100,1.36
420,Macaiba,BR,2020-08-24 01:41:19,-5.86,-35.35,75.2,88,20,5.82
421,Millau,FR,2020-08-24 01:41:20,44.08,2.92,57.99,82,43,5.82
422,Sao Filipe,CV,2020-08-24 01:39:35,14.9,-24.5,79.09,86,97,10.07
423,Kudahuvadhoo,MV,2020-08-24 01:41:20,2.67,72.89,82.8,67,81,3.4
424,Ostrovnoy,RU,2020-08-24 01:41:21,68.05,39.51,55.29,89,6,18.57
425,Palmer,US,2020-08-24 01:41:21,42.16,-72.33,69.8,88,90,9.17
426,Prieska,ZA,2020-08-24 01:41:22,-29.66,22.75,55.08,46,45,5.39
427,Hay River,CA,2020-08-24 01:39:36,60.82,-115.8,57.2,76,75,5.82
428,Touros,BR,2020-08-24 01:41:23,-5.2,-35.46,73.4,88,20,5.82
429,Bronnoysund,NO,2020-08-24 01:41:23,65.46,12.2,50.0,81,37,13.87
430,Neuquen,AR,2020-08-24 01:41:23,-38.95,-68.06,55.4,43,57,2.24
431,Ihosy,MG,2020-08-24 01:41:24,-22.4,46.12,57.38,86,64,4.47
432,Moroni,KM,2020-08-24 01:41:24,-11.7,43.26,73.94,63,100,3.13
433,Xai-Xai,MZ,2020-08-24 01:41:24,-25.05,33.64,60.84,77,0,10.69
434,Praya,CV,2020-08-24 01:36:44,14.92,-23.51,80.6,83,20,4.7
435,Khartoum,SD,2020-08-24 01:41:25,15.55,32.53,82.4,69,100,18.34
436,Tansen,NP,2020-08-24 01:41:25,27.87,83.55,69.28,95,70,0.69
437,Araouane,ML,2020-08-24 01:41:26,18.9,-3.53,93.25,34,0,15.52
438,Kayerkan,RU,2020-08-24 01:41:26,69.35,87.76,59.0,77,96,15.66
439,Kirakira,SB,2020-08-24 01:41:27,-10.45,161.92,85.51,65,97,6.13
440,Kysyl-Syr,RU,2020-08-24 01:41:28,63.9,122.76,53.42,50,0,8.25
441,Gigmoto,PH,2020-08-24 01:41:28,13.78,124.39,86.41,71,74,8.97
442,Baherden,TM,2020-08-24 01:41:29,38.44,57.43,73.47,38,0,12.88
443,Lewiston,US,2020-08-24 01:41:29,44.1,-70.21,68.0,94,1,3.36
444,Da Lat,VN,2020-08-24 01:36:55,11.95,108.44,72.59,69,100,3.53
445,Anuradhapura,LK,2020-08-24 01:41:30,8.36,80.42,79.74,75,44,11.63
446,Sibolga,ID,2020-08-24 01:41:30,1.74,98.78,83.73,62,49,3.02
447,Mayumba,GA,2020-08-24 01:41:30,-3.43,10.66,73.47,87,100,6.49
448,Lasa,IT,2020-08-24 01:41:30,46.62,10.7,55.0,100,39,2.24
449,Muros,ES,2020-08-24 01:41:31,42.78,-9.06,63.0,86,1,9.91
450,Renqiu,CN,2020-08-24 01:41:31,38.7,116.09,68.81,92,100,6.69
451,Linxia,CN,2020-08-24 01:41:31,35.6,103.21,65.16,51,0,0.92
452,Huai Mek,TH,2020-08-24 01:41:31,16.59,103.24,78.8,88,75,4.7
453,Puerto Leguizamo,CO,2020-08-24 01:41:32,-0.19,-74.78,70.45,87,0,2.08
454,Ukiah,US,2020-08-24 01:41:32,39.15,-123.21,91.4,26,40,3.36
455,Tvoroyri,FO,2020-08-24 01:41:32,61.56,-6.81,44.6,87,26,1.12
456,Ust-Maya,RU,2020-08-24 01:41:33,60.42,134.53,62.78,35,61,3.31
457,Maningrida,AU,2020-08-24 01:41:33,-12.07,134.27,85.32,29,0,12.91
458,Puri,IN,2020-08-24 01:41:33,19.8,85.85,83.62,77,100,7.72
459,Kaili,ID,2020-08-24 01:41:34,-3.46,120.21,79.07,62,72,3.74
460,Kupang,ID,2020-08-24 01:37:49,-10.17,123.58,84.2,30,20,12.75
461,Camacha,PT,2020-08-24 01:41:34,33.08,-16.33,73.4,83,40,11.41
462,Dindori,IN,2020-08-24 01:41:35,22.95,81.08,74.64,85,86,7.43
463,Kieta,PG,2020-08-24 01:41:35,-6.22,155.63,83.19,68,100,5.55
464,Vila,PT,2020-08-24 01:41:35,42.03,-8.16,64.4,88,0,5.82
465,Fagernes,NO,2020-08-24 01:41:35,60.99,9.23,35.01,79,0,2.8
466,Manjacaze,MZ,2020-08-24 01:41:36,-24.71,33.88,57.76,83,0,8.14
467,Maarianhamina,AX,2020-08-24 01:41:36,60.1,19.93,60.8,82,0,5.82
468,Novyy Urengoy,RU,2020-08-24 01:41:09,66.08,76.63,53.8,90,100,13.24
469,Cururupu,BR,2020-08-24 01:41:36,-1.83,-44.87,74.62,94,70,3.09
470,Taltal,CL,2020-08-24 01:41:37,-25.4,-70.48,50.81,76,8,1.01
471,Ambilobe,MG,2020-08-24 01:41:37,-13.2,49.05,63.34,82,85,3.42
472,Umm Lajj,SA,2020-08-24 01:41:37,25.02,37.27,81.88,56,0,7.45
473,Siruguppa,IN,2020-08-24 01:41:38,15.63,76.9,75.74,83,67,11.59
474,Havoysund,NO,2020-08-24 01:41:38,71.0,24.66,51.8,100,75,16.11
475,Vardo,NO,2020-08-24 01:41:38,70.37,31.11,53.22,92,100,8.59
476,Grao Mogol,BR,2020-08-24 01:41:38,-16.56,-42.89,54.72,96,56,5.75
477,Abu Zabad,SD,2020-08-24 01:41:39,12.35,29.25,73.74,77,98,10.98
478,Soure,BR,2020-08-24 01:41:39,-0.72,-48.52,79.97,84,20,12.26
479,Mount Gambier,AU,2020-08-24 01:40:16,-37.83,140.77,50.0,71,90,8.05
480,Namatanai,PG,2020-08-24 01:41:41,-3.67,152.43,76.98,86,100,7.07
481,Russas,BR,2020-08-24 01:41:41,-4.94,-37.98,73.45,68,86,5.55
482,Pacific Grove,US,2020-08-24 01:41:14,36.62,-121.92,66.99,72,1,4.7
483,Toba,JP,2020-08-24 01:41:42,34.48,136.85,84.99,78,0,3.0
484,Avera,US,2020-08-24 01:41:42,33.19,-82.53,75.2,88,1,4.7
485,Westport,US,2020-08-24 01:40:34,41.14,-73.36,77.0,83,1,6.93
486,Ostersund,SE,2020-08-24 01:41:42,63.18,14.64,42.8,87,94,8.05
487,Curup,ID,2020-08-24 01:41:43,-3.47,102.53,78.55,58,81,4.43
488,Ketchikan,US,2020-08-24 01:41:43,55.34,-131.65,57.2,100,90,4.7
489,Sola,VU,2020-08-24 01:41:43,-13.88,167.55,81.77,80,19,9.78
490,Kyaikto,MM,2020-08-24 01:41:43,17.3,97.02,78.67,87,98,5.64
491,Staryy Nadym,RU,2020-08-24 01:41:44,65.61,72.68,52.54,82,47,12.68
492,Cukai,MY,2020-08-24 01:41:44,4.25,103.42,78.8,88,20,2.62
493,Karratha,AU,2020-08-24 01:41:44,-20.74,116.85,87.3,18,1,1.41
494,Seydi,TM,2020-08-24 01:41:44,39.48,62.91,78.35,27,59,13.69
495,Gerash,IR,2020-08-24 01:41:45,27.67,54.14,82.4,65,100,11.41
496,Le Port,RE,2020-08-24 01:41:45,-20.94,55.29,68.0,56,12,10.29
497,Egvekinot,RU,2020-08-24 01:41:46,66.32,-179.17,51.49,76,76,5.53
498,Trois-Rivieres,CA,2020-08-24 01:41:42,46.35,-72.55,68.0,94,90,0.43
499,Petawawa,CA,2020-08-24 01:41:50,45.9,-77.33,68.0,94,90,2.71
500,Alpena,US,2020-08-24 01:38:40,45.06,-83.43,69.8,100,40,3.36
501,Lesnoy,RU,2020-08-24 01:41:50,57.62,63.08,48.36,94,0,5.1
502,Brae,GB,2020-08-24 01:41:51,60.4,-1.35,50.0,87,83,12.75
503,Boshnyakovo,RU,2020-08-24 01:41:52,49.63,142.17,65.71,74,100,3.65
504,Meulaboh,ID,2020-08-24 01:39:19,4.14,96.13,82.18,74,18,5.32
505,Verkh-Usugli,RU,2020-08-24 01:41:52,52.7,115.17,53.71,88,100,3.62
506,Galveston,US,2020-08-24 01:41:53,29.37,-94.97,88.0,58,1,9.17
507,Sagua La Grande,CU,2020-08-24 01:41:53,22.81,-80.08,80.6,88,40,6.93
508,Ostashkov,RU,2020-08-24 01:41:53,57.15,33.11,59.27,98,100,3.13
509,Okhotsk,RU,2020-08-24 01:41:54,59.38,143.3,54.54,60,100,4.72
510,Husavik,IS,2020-08-24 01:41:54,66.04,-17.34,39.2,93,100,2.24
511,Chapais,CA,2020-08-24 01:41:55,49.78,-74.85,55.4,82,1,3.36
512,Goderich,CA,2020-08-24 01:38:38,43.75,-81.72,80.01,72,0,1.01
513,Nyagan,RU,2020-08-24 01:41:55,62.14,65.39,53.85,87,100,8.7
514,Badiraguato,MX,2020-08-24 01:41:55,25.37,-107.52,91.0,68,45,1.52
515,Kilindoni,TZ,2020-08-24 01:41:56,-7.91,39.67,76.01,74,81,9.31
516,Jalu,LY,2020-08-24 01:41:56,29.03,21.55,75.16,50,0,10.0
517,Bireun,ID,2020-08-24 01:41:57,5.2,96.7,82.33,71,9,2.01
518,Zhigansk,RU,2020-08-24 01:41:57,66.77,123.37,48.11,62,0,12.95
519,Jiayuguan,CN,2020-08-24 01:41:57,39.82,98.3,78.78,17,0,4.85
520,Nouadhibou,MR,2020-08-24 01:42:00,20.93,-17.03,75.2,78,36,5.82
521,Comodoro Rivadavia,AR,2020-08-24 01:38:12,-45.87,-67.5,46.4,75,40,9.66
522,Acapulco,MX,2020-08-24 01:42:01,16.86,-99.89,82.4,83,75,2.24
523,Te Anau,NZ,2020-08-24 01:42:01,-45.42,167.72,54.23,61,23,1.72
524,Leno,IT,2020-08-24 01:42:01,45.37,10.22,69.8,88,5,1.12
525,Santa Fe,AR,2020-08-24 01:42:02,-31.63,-60.7,63.0,51,0,5.99
526,Bilaspur,IN,2020-08-24 01:42:02,22.08,82.15,80.53,80,63,6.93
527,Ust-Kut,RU,2020-08-24 01:42:02,56.79,105.77,66.65,53,96,3.0
528,Fredericksburg,US,2020-08-24 01:41:36,38.3,-77.46,80.6,83,1,5.82
529,Landshut,DE,2020-08-24 01:42:03,48.53,12.15,55.99,100,5,4.7
530,Palmares Do Sul,BR,2020-08-24 01:42:03,-30.26,-50.51,59.7,81,0,14.07
531,Kamenka,RU,2020-08-24 01:42:04,51.32,42.77,50.0,83,30,2.48
532,Cockburn Town,TC,2020-08-24 01:42:04,21.46,-71.14,84.11,83,100,24.14
533,Aykhal,RU,2020-08-24 01:42:04,66.0,111.5,50.0,57,0,4.47
534,Fare,PF,2020-08-24 01:42:05,-16.7,-151.02,78.04,77,22,19.48
535,Hamada,JP,2020-08-24 01:42:05,34.88,132.08,84.2,70,20,4.7
536,Caravelas,BR,2020-08-24 01:42:05,-17.71,-39.25,69.71,79,100,11.05
537,La Fleche,FR,2020-08-24 01:42:06,47.7,-0.08,60.8,87,100,2.17
538,Khanpur,PK,2020-08-24 01:42:06,28.65,70.66,95.61,45,18,8.12
539,Vengurla,IN,2020-08-24 01:42:06,15.87,73.63,77.0,100,75,4.7
540,Pietersburg,ZA,2020-08-24 01:40:13,-23.9,29.47,48.2,57,0,1.12
541,Vilyuysk,RU,2020-08-24 01:42:08,63.76,121.62,54.27,50,0,9.15
542,Muzaffarabad,PK,2020-08-24 01:42:08,34.37,73.47,79.81,69,64,0.78
543,Olinda,BR,2020-08-24 01:42:08,-8.01,-34.86,77.0,73,40,6.93
544,Yeniseysk,RU,2020-08-24 01:42:08,58.45,92.17,59.2,69,100,2.51
545,Ghanzi,BW,2020-08-24 01:42:09,-21.57,21.78,56.59,55,0,9.35
546,Kelso,US,2020-08-24 01:42:09,46.15,-122.91,78.8,47,1,10.29
547,Tupik,RU,2020-08-24 01:42:10,54.43,119.93,49.78,91,100,10.02
548,Vyshkov,RU,2020-08-24 01:42:10,52.48,31.69,66.2,82,75,4.47
549,Povenets,RU,2020-08-24 01:42:10,62.85,34.83,56.16,91,99,7.52
550,Arkhara,RU,2020-08-24 01:42:11,49.42,130.08,73.69,64,100,13.06
551,Ust-Kuyga,RU,2020-08-24 01:42:11,70.02,135.6,45.21,60,20,14.52
552,Gorodets,RU,2020-08-24 01:42:12,56.65,43.48,61.0,87,100,4.47
553,Dhidhdhoo,MV,2020-08-24 01:38:19,6.88,73.1,83.14,70,69,7.54
554,Mollendo,PE,2020-08-24 01:42:12,-17.02,-72.01,58.19,81,100,3.13
